customer_id,timestamp,age,gender,location,device_type,session_duration,pages_visited,purchase_amount,cart_items,category_visited,payment_method,discount_used,return_requested,customer_loyalty_score,churn_label
CUST-6501,2/1/2025 9:57,55,Female,UK,Desktop,428,7,457.12,1,Sports,Credit Card,TRUE,FALSE,84.45,0
CUST-6530,2/1/2025 6:40,38,Female,USA,Mobile,398,15,259.4,1,Sports,Net Banking,TRUE,TRUE,50.17,0
CUST-4683,2/1/2025 16:45,46,Other,Australia,Mobile,882,5,205.49,5,Home Decor,Credit Card,FALSE,TRUE,69.33,0
CUST-1500,2/1/2025 6:44,34,Female,Canada,Desktop,1794,15,497.11,5,Beauty,Net Banking,TRUE,TRUE,94.2,0
CUST-1835,2/1/2025 3:23,55,Male,Canada,Mobile,2888,7,18.12,4,Home Decor,Cryptocurrency,TRUE,FALSE,20.23,1
CUST-1986,2/1/2025 17:00,34,Female,UK,Desktop,1572,11,59.71,0,Sports,Net Banking,TRUE,FALSE,55.94,0
CUST-2333,2/1/2025 10:15,26,Other,Canada,Desktop,1637,2,491.25,2,Home Decor,Cryptocurrency,TRUE,TRUE,36.62,0
CUST-9286,2/1/2025 6:52,55,Female,Australia,Tablet,1723,19,90.05,3,Home Decor,PayPal,FALSE,TRUE,29.08,1
CUST-3744,2/1/2025 17:15,22,Female,Canada,Mobile,418,1,168.79,4,Home Decor,Credit Card,FALSE,FALSE,50.65,0
CUST-1974,2/1/2025 17:20,50,Other,India,Mobile,197,14,156.79,0,Home Decor,Cryptocurrency,FALSE,TRUE,56.6,0
CUST-9393,2/1/2025 6:58,37,Female,Canada,Mobile,2379,11,80.71,5,Books,PayPal,FALSE,FALSE,11.01,1
CUST-8022,2/1/2025 17:30,19,Other,Canada,Desktop,3428,11,188.79,3,Sports,Debit Card,TRUE,FALSE,56.72,0
CUST-9696,2/1/2025 17:35,29,Other,Germany,Tablet,2892,14,364.12,4,Clothing,PayPal,FALSE,TRUE,92.06,0
CUST-1588,2/1/2025 3:32,27,Female,Germany,Mobile,1843,11,398.39,4,Clothing,PayPal,FALSE,TRUE,28.29,1
CUST-7730,2/1/2025 7:06,53,Other,USA,Tablet,3121,13,399.55,4,Sports,Debit Card,FALSE,TRUE,74.31,0
CUST-8266,2/1/2025 10:42,32,Female,India,Mobile,2466,10,394.41,3,Home Decor,Credit Card,FALSE,TRUE,49.11,0
CUST-5782,2/1/2025 14:20,38,Female,Canada,Mobile,2231,5,118.46,0,Sports,Credit Card,TRUE,TRUE,94.09,0
CUST-9960,2/1/2025 14:24,51,Female,Australia,Mobile,2451,10,295.83,1,Beauty,Debit Card,FALSE,FALSE,11.81,1
CUST-9750,2/1/2025 14:28,25,Male,India,Mobile,1599,9,458.02,0,Home Decor,Debit Card,FALSE,TRUE,68.49,0
CUST-4728,2/1/2025 18:10,54,Other,Australia,Desktop,659,20,104.12,2,Home Decor,Credit Card,FALSE,FALSE,90.72,0
CUST-6057,2/1/2025 7:18,28,Other,UK,Desktop,3500,12,268.15,4,Books,Cryptocurrency,FALSE,FALSE,62.55,0
CUST-6725,2/1/2025 7:20,54,Other,Canada,Tablet,3307,11,183.31,5,Home Decor,Debit Card,TRUE,FALSE,11.28,1
CUST-3328,2/1/2025 7:22,22,Male,USA,Desktop,1087,8,358.4,0,Beauty,PayPal,TRUE,FALSE,55.92,0
CUST-1148,2/1/2025 7:24,43,Male,USA,Mobile,2116,1,142.93,2,Beauty,Cryptocurrency,TRUE,TRUE,29.89,1
CUST-2355,2/1/2025 11:09,40,Male,UK,Mobile,1199,2,212.01,4,Electronics,Net Banking,FALSE,TRUE,91.57,0
CUST-9963,2/1/2025 3:44,46,Male,Australia,Desktop,2869,7,362.55,5,Home Decor,Debit Card,TRUE,FALSE,94.77,0
CUST-2754,2/1/2025 18:45,48,Female,Germany,Mobile,699,18,467.5,3,Home Decor,Credit Card,FALSE,TRUE,89.36,0
CUST-7852,2/1/2025 18:50,39,Female,UK,Tablet,752,11,65.13,5,Beauty,Net Banking,TRUE,TRUE,93.83,0
CUST-5177,2/1/2025 18:55,37,Other,UK,Desktop,869,17,43.43,0,Books,Debit Card,TRUE,FALSE,79.36,0
CUST-4325,2/1/2025 15:12,45,Female,India,Desktop,3389,14,77.65,4,Beauty,Credit Card,FALSE,FALSE,21.09,1
CUST-6842,2/1/2025 7:38,22,Other,Australia,Desktop,2433,17,409.83,5,Sports,Credit Card,FALSE,FALSE,52.86,0
CUST-9316,2/1/2025 3:50,32,Female,Germany,Desktop,1272,2,74.24,2,Sports,Net Banking,FALSE,FALSE,65.64,0
CUST-8244,2/1/2025 19:15,50,Male,USA,Mobile,2545,10,105,1,Home Decor,Debit Card,FALSE,TRUE,67.74,0
CUST-6657,2/1/2025 11:36,37,Female,Canada,Tablet,1562,12,292.38,4,Clothing,Credit Card,TRUE,FALSE,56.3,0
CUST-1299,2/1/2025 7:46,22,Female,India,Mobile,2418,14,429.64,0,Beauty,Cryptocurrency,FALSE,FALSE,81.14,0
CUST-4370,2/1/2025 19:30,64,Male,UK,Mobile,305,9,85.7,2,Clothing,Cryptocurrency,FALSE,FALSE,10.21,1
CUST-6153,2/1/2025 11:45,57,Female,USA,Mobile,132,20,70.1,5,Home Decor,PayPal,FALSE,TRUE,29.85,1
CUST-2501,2/1/2025 7:52,56,Female,India,Tablet,2379,7,346.73,1,Clothing,Cryptocurrency,FALSE,FALSE,1.6,1
CUST-5188,2/1/2025 7:54,35,Male,USA,Tablet,965,5,401.94,3,Sports,Credit Card,TRUE,FALSE,82.88,0
CUST-4342,2/1/2025 7:56,43,Other,Canada,Desktop,1025,17,278.45,2,Electronics,PayPal,TRUE,TRUE,48.07,0
CUST-6488,2/1/2025 3:59,39,Female,USA,Tablet,689,7,439.56,1,Clothing,Net Banking,FALSE,FALSE,75.08,0
CUST-9637,2/1/2025 16:00,40,Male,Germany,Desktop,1657,19,55.18,2,Books,PayPal,TRUE,TRUE,85.86,0
CUST-6665,2/1/2025 20:05,25,Female,USA,Tablet,1053,11,378.18,1,Clothing,Credit Card,FALSE,FALSE,52.14,0
CUST-4053,2/1/2025 4:02,22,Male,India,Tablet,2932,18,438.45,2,Books,PayPal,FALSE,TRUE,45.51,0
CUST-5583,2/1/2025 20:15,35,Other,Canada,Desktop,3225,19,92.37,1,Sports,Net Banking,TRUE,FALSE,18.13,1
CUST-7109,2/1/2025 12:12,48,Male,UK,Mobile,38,5,221.36,1,Clothing,Net Banking,FALSE,TRUE,96.62,0
CUST-8601,2/1/2025 8:10,38,Other,USA,Desktop,2551,9,438.22,5,Home Decor,Credit Card,FALSE,TRUE,81.74,0
CUST-8566,2/1/2025 12:18,42,Other,Germany,Desktop,3527,16,242.68,5,Sports,Debit Card,TRUE,TRUE,51.23,0
CUST-7379,2/1/2025 8:14,40,Other,Germany,Tablet,3467,20,262.77,5,Books,PayPal,TRUE,TRUE,50.28,0
CUST-9438,2/1/2025 20:40,48,Other,USA,Mobile,373,13,428.22,3,Electronics,Debit Card,TRUE,TRUE,7.25,1
CUST-7495,2/1/2025 4:09,37,Female,India,Mobile,304,10,231.89,1,Beauty,Net Banking,FALSE,TRUE,70.83,0
CUST-1313,2/1/2025 20:50,55,Female,India,Tablet,696,17,31.47,4,Electronics,Cryptocurrency,TRUE,FALSE,18.94,1
CUST-8648,2/1/2025 8:22,44,Male,USA,Tablet,3030,6,126.09,2,Electronics,PayPal,FALSE,TRUE,90.39,0
CUST-7359,2/1/2025 8:24,41,Other,Canada,Tablet,1943,15,156.49,4,Books,Net Banking,FALSE,TRUE,13.62,1
CUST-2035,2/1/2025 12:39,36,Female,USA,Desktop,2749,17,241.07,1,Electronics,Credit Card,FALSE,FALSE,29.97,1
CUST-9748,2/1/2025 4:14,54,Male,Australia,Desktop,1597,20,220.96,2,Clothing,Debit Card,TRUE,FALSE,63.18,0
CUST-3465,2/1/2025 12:45,22,Male,USA,Mobile,2240,8,223.76,2,Electronics,Debit Card,TRUE,TRUE,52.52,0
CUST-9363,2/1/2025 17:04,24,Other,India,Mobile,2380,19,460.71,3,Sports,Credit Card,FALSE,TRUE,29.91,1
CUST-9750,2/1/2025 4:17,52,Other,India,Tablet,2467,9,293.42,3,Home Decor,PayPal,TRUE,TRUE,61.08,0
CUST-4019,2/1/2025 4:18,34,Other,India,Desktop,246,13,153.72,4,Books,PayPal,FALSE,FALSE,1.23,1
CUST-2876,2/1/2025 8:38,43,Female,Germany,Mobile,2804,13,464.67,3,Books,Credit Card,FALSE,TRUE,37.67,0
CUST-1657,2/1/2025 17:20,22,Female,Germany,Mobile,791,16,444.97,3,Books,Debit Card,FALSE,FALSE,51.87,0
CUST-8110,2/1/2025 4:21,49,Other,Germany,Mobile,648,11,284.41,5,Home Decor,PayPal,TRUE,FALSE,38.75,0
CUST-2412,2/1/2025 4:22,62,Male,Australia,Desktop,1551,12,421.96,3,Home Decor,PayPal,TRUE,FALSE,27.91,1
CUST-8421,2/1/2025 21:55,27,Female,USA,Desktop,2208,19,423.47,1,Clothing,Net Banking,FALSE,FALSE,74.17,0
CUST-9132,2/1/2025 13:12,61,Other,UK,Tablet,2694,19,379.34,5,Electronics,Net Banking,TRUE,FALSE,14.38,1
CUST-9726,2/1/2025 13:15,60,Female,Germany,Tablet,2097,11,417.63,0,Books,Net Banking,FALSE,TRUE,41.58,0
CUST-6040,2/1/2025 17:44,37,Female,India,Tablet,1652,5,264.1,4,Clothing,PayPal,FALSE,FALSE,43.79,0
CUST-6766,2/1/2025 22:15,36,Other,India,Desktop,2580,2,36.27,4,Electronics,Debit Card,FALSE,FALSE,64.3,0
CUST-4083,2/1/2025 17:52,39,Other,USA,Desktop,2190,14,246.46,4,Beauty,Debit Card,FALSE,FALSE,43.9,0
CUST-3496,2/1/2025 4:29,26,Female,Canada,Mobile,1707,1,95.59,2,Sports,Net Banking,TRUE,FALSE,20.3,1
CUST-4966,2/1/2025 4:30,29,Female,USA,Mobile,1788,16,258.66,3,Sports,PayPal,FALSE,TRUE,11.37,1
CUST-2962,2/1/2025 4:31,32,Male,Canada,Tablet,1466,9,316.46,2,Beauty,PayPal,TRUE,TRUE,73.57,0
CUST-3568,2/1/2025 18:08,61,Other,Germany,Tablet,952,20,195.49,0,Beauty,Net Banking,FALSE,FALSE,86.75,0
CUST-4096,2/1/2025 9:06,40,Other,Germany,Tablet,787,6,307.69,5,Home Decor,PayPal,FALSE,FALSE,39.91,0
CUST-7991,2/1/2025 4:34,62,Female,Germany,Tablet,1086,6,362.92,5,Beauty,Net Banking,FALSE,FALSE,73.82,0
CUST-8353,2/1/2025 4:35,39,Male,Canada,Desktop,1614,3,189.78,4,Electronics,Cryptocurrency,TRUE,FALSE,43.64,0
CUST-9599,2/1/2025 13:48,34,Female,Germany,Mobile,1806,3,206.61,0,Sports,Cryptocurrency,FALSE,FALSE,60.59,0
CUST-6583,2/1/2025 18:28,26,Male,India,Tablet,1791,15,448.99,2,Sports,Net Banking,FALSE,FALSE,42.29,0
CUST-7288,2/1/2025 9:16,24,Female,USA,Tablet,3134,10,177.49,1,Clothing,Credit Card,FALSE,TRUE,74.16,0
CUST-9918,2/1/2025 18:36,18,Male,Germany,Mobile,823,19,79.83,3,Home Decor,Debit Card,FALSE,TRUE,89.1,0
CUST-6977,2/1/2025 4:40,55,Female,UK,Tablet,1393,4,159.53,4,Beauty,Debit Card,FALSE,FALSE,96.5,0
CUST-6925,2/1/2025 14:03,37,Male,Canada,Tablet,2065,12,306.9,0,Sports,Debit Card,TRUE,FALSE,99.05,0
CUST-9725,2/1/2025 4:42,64,Male,USA,Desktop,2611,10,476.84,2,Home Decor,PayPal,TRUE,TRUE,97,0
CUST-4387,2/1/2025 14:09,31,Female,UK,Tablet,1696,10,417.03,5,Clothing,Debit Card,TRUE,FALSE,36.12,0
CUST-8315,2/1/2025 14:12,20,Female,Germany,Tablet,3199,17,345.11,0,Electronics,PayPal,FALSE,FALSE,2.72,1
CUST-1977,2/1/2025 9:30,34,Female,India,Mobile,3226,8,219.04,4,Books,PayPal,FALSE,TRUE,78.16,0
CUST-4833,2/1/2025 23:50,35,Other,Canada,Mobile,2357,6,390.85,4,Clothing,Debit Card,TRUE,FALSE,28.35,1
CUST-8340,2/1/2025 19:08,56,Male,Australia,Desktop,1518,19,458.91,0,Home Decor,Credit Card,FALSE,TRUE,49.29,0
CUST-7780,2/1/2025 9:36,36,Other,India,Mobile,2612,10,492.07,2,Clothing,Cryptocurrency,TRUE,FALSE,39.08,0
CUST-7485,2/2/2025 0:05,18,Male,Australia,Tablet,164,16,336.81,5,Electronics,Cryptocurrency,FALSE,TRUE,97.06,0
CUST-9084,2/1/2025 19:20,65,Male,Canada,Tablet,107,6,236.67,5,Sports,Debit Card,FALSE,TRUE,30.97,0
CUST-1977,2/2/2025 0:15,23,Female,USA,Tablet,2711,20,18.18,0,Clothing,Debit Card,TRUE,FALSE,26.91,1
CUST-5457,2/1/2025 19:28,40,Male,Australia,Tablet,379,15,14.96,0,Clothing,Debit Card,FALSE,FALSE,1.82,1
CUST-8046,2/1/2025 14:39,63,Other,UK,Desktop,1220,4,328.04,1,Electronics,PayPal,FALSE,TRUE,38.43,0
CUST-5594,2/2/2025 0:30,18,Other,Canada,Tablet,864,1,202.54,1,Home Decor,Debit Card,TRUE,FALSE,56.57,0
CUST-8355,2/1/2025 4:55,29,Other,Germany,Mobile,709,3,355.35,3,Books,Cryptocurrency,FALSE,FALSE,53.28,0
CUST-6255,2/1/2025 14:48,42,Male,Australia,Tablet,2853,2,77.01,3,Sports,PayPal,TRUE,TRUE,94.1,0
CUST-5962,2/1/2025 9:54,33,Male,UK,Tablet,204,1,90.78,4,Books,Net Banking,TRUE,FALSE,86.95,0
CUST-9531,2/1/2025 14:54,20,Male,USA,Mobile,1202,4,141.6,1,Clothing,Net Banking,TRUE,FALSE,62.49,0
CUST-7350,2/1/2025 19:56,57,Female,Canada,Tablet,2423,16,282.4,4,Sports,Debit Card,FALSE,FALSE,31.13,0
CUST-5570,2/1/2025 20:00,51,Female,India,Mobile,298,14,163.18,2,Sports,Net Banking,FALSE,FALSE,85.84,0
CUST-8097,2/1/2025 20:04,58,Female,UK,Desktop,2565,16,50.68,0,Clothing,PayPal,FALSE,TRUE,99.91,0
CUST-8619,2/1/2025 15:06,52,Female,India,Desktop,1527,5,72.31,1,Books,Cryptocurrency,TRUE,FALSE,74.72,0
CUST-2619,2/1/2025 20:12,50,Male,USA,Tablet,1309,14,487.66,5,Electronics,Debit Card,TRUE,FALSE,71.09,0
CUST-9075,2/1/2025 20:16,40,Other,Germany,Desktop,1173,16,12.88,1,Books,Credit Card,TRUE,FALSE,15.03,1
CUST-6425,2/1/2025 10:10,50,Female,India,Desktop,3595,4,298.58,1,Sports,Net Banking,FALSE,TRUE,32.69,0
CUST-7955,2/1/2025 20:24,39,Female,India,Tablet,2192,12,439.97,5,Books,Net Banking,FALSE,TRUE,52.15,0
CUST-6979,2/1/2025 10:14,41,Male,UK,Desktop,2250,7,13.18,0,Books,Cryptocurrency,TRUE,FALSE,22.62,1
CUST-1622,2/1/2025 15:24,34,Male,Australia,Desktop,729,3,231.93,1,Electronics,Debit Card,TRUE,TRUE,44.19,0
CUST-5410,2/1/2025 5:09,55,Female,Australia,Mobile,2721,11,88.72,1,Sports,Cryptocurrency,FALSE,FALSE,32.14,0
CUST-4430,2/1/2025 20:40,41,Other,Germany,Mobile,489,20,84.85,5,Clothing,PayPal,FALSE,FALSE,21.15,1
CUST-6955,2/1/2025 10:22,37,Male,UK,Mobile,2038,2,235.46,0,Home Decor,PayPal,TRUE,TRUE,66.78,0
CUST-7497,2/1/2025 20:48,19,Other,Canada,Mobile,950,1,183.72,1,Beauty,Credit Card,TRUE,TRUE,35.74,0
CUST-1551,2/1/2025 10:26,26,Male,Germany,Mobile,863,13,235.52,5,Sports,Cryptocurrency,TRUE,FALSE,10.77,1
CUST-8340,2/1/2025 20:56,64,Other,India,Desktop,643,4,72.11,0,Clothing,Credit Card,TRUE,FALSE,91.73,0
CUST-8117,2/1/2025 5:15,37,Female,USA,Mobile,3435,4,297.49,4,Books,Net Banking,FALSE,TRUE,11.28,1
CUST-8642,2/2/2025 2:20,60,Other,Germany,Mobile,1662,7,434.02,4,Clothing,Debit Card,TRUE,FALSE,19.3,1
CUST-6020,2/1/2025 15:51,30,Female,Germany,Desktop,2391,1,257.89,3,Books,Net Banking,FALSE,FALSE,74.53,0
CUST-4854,2/1/2025 5:18,23,Other,Canada,Mobile,2125,1,409.59,4,Home Decor,Debit Card,TRUE,TRUE,94.39,0
CUST-6546,2/1/2025 15:57,24,Other,USA,Mobile,357,17,319.36,1,Clothing,Net Banking,TRUE,TRUE,21.99,1
CUST-3358,2/2/2025 2:40,44,Female,Germany,Tablet,61,17,306.87,5,Beauty,PayPal,FALSE,FALSE,39.19,0
CUST-6434,2/2/2025 2:45,65,Male,India,Tablet,2648,3,156.96,0,Home Decor,Net Banking,TRUE,FALSE,96.71,0
CUST-3530,2/1/2025 16:06,24,Other,India,Desktop,1057,3,230.32,3,Books,Net Banking,FALSE,TRUE,6.87,1
CUST-7439,2/1/2025 5:23,36,Male,UK,Desktop,2023,7,159.82,4,Books,PayPal,FALSE,FALSE,68.57,0
CUST-6570,2/2/2025 3:00,45,Other,USA,Desktop,3485,4,56.56,0,Beauty,Net Banking,FALSE,TRUE,3.05,1
CUST-5071,2/1/2025 5:25,38,Female,UK,Desktop,1067,8,248.8,4,Electronics,Net Banking,TRUE,TRUE,18.83,1
CUST-7659,2/1/2025 21:44,35,Female,UK,Desktop,2395,16,191.02,2,Home Decor,Credit Card,TRUE,FALSE,52.71,0
CUST-1284,2/2/2025 3:15,38,Male,India,Tablet,3059,18,269.88,4,Clothing,Cryptocurrency,FALSE,TRUE,16.11,1
CUST-6466,2/1/2025 5:28,49,Female,Germany,Tablet,1194,7,478.07,4,Sports,Net Banking,FALSE,TRUE,24.17,1
CUST-9027,2/1/2025 21:56,37,Other,India,Mobile,2281,5,221.15,3,Electronics,Debit Card,FALSE,TRUE,51.36,0
CUST-8347,2/1/2025 16:30,42,Male,UK,Mobile,1941,19,254.5,3,Electronics,Cryptocurrency,TRUE,TRUE,32.07,0
CUST-5661,2/1/2025 22:04,46,Male,UK,Tablet,1976,14,33.5,3,Clothing,Credit Card,TRUE,FALSE,10.75,1
CUST-1644,2/1/2025 11:04,39,Other,India,Tablet,859,6,202.66,5,Beauty,PayPal,FALSE,TRUE,34,0
CUST-3828,2/1/2025 5:33,62,Female,UK,Tablet,1396,9,287.39,1,Clothing,Credit Card,TRUE,FALSE,11.04,1
CUST-6423,2/1/2025 16:42,49,Male,UK,Mobile,3214,3,412.37,1,Beauty,Debit Card,FALSE,FALSE,7.03,1
CUST-1767,2/1/2025 16:45,32,Female,Germany,Tablet,2198,7,261.96,1,Books,PayPal,TRUE,TRUE,85.13,0
CUST-2776,2/1/2025 5:36,47,Female,UK,Desktop,1370,3,27.09,1,Home Decor,Credit Card,FALSE,FALSE,90.52,0
CUST-1557,2/1/2025 5:37,51,Male,USA,Mobile,219,3,305.83,2,Sports,Cryptocurrency,TRUE,FALSE,45.56,0
CUST-3657,2/1/2025 16:54,33,Other,Germany,Tablet,3253,1,101.16,4,Sports,Cryptocurrency,TRUE,TRUE,63.53,0
CUST-3508,2/1/2025 11:18,46,Other,UK,Desktop,1760,12,485.45,0,Beauty,Cryptocurrency,TRUE,FALSE,89.43,0
CUST-2674,2/1/2025 5:40,30,Other,India,Mobile,3542,12,187,0,Beauty,Credit Card,TRUE,TRUE,20.82,1
CUST-1747,2/1/2025 17:03,50,Male,USA,Tablet,1090,6,174.53,2,Sports,PayPal,FALSE,TRUE,93.35,0
CUST-4803,2/1/2025 11:24,55,Male,UK,Tablet,1508,5,469.43,4,Clothing,Debit Card,FALSE,TRUE,80.32,0
CUST-3163,2/1/2025 11:26,44,Female,Australia,Mobile,1945,5,355.46,2,Electronics,Net Banking,FALSE,FALSE,93.12,0
CUST-3440,2/1/2025 17:12,32,Other,UK,Desktop,3573,17,493.56,0,Clothing,PayPal,FALSE,TRUE,47.06,0
CUST-1839,2/2/2025 4:45,45,Male,USA,Mobile,1924,20,42.44,1,Electronics,Debit Card,TRUE,FALSE,42.8,0
CUST-1053,2/1/2025 17:18,26,Other,UK,Tablet,148,12,49.31,3,Home Decor,Credit Card,FALSE,FALSE,35.26,0
CUST-8285,2/1/2025 11:34,45,Male,Canada,Desktop,2383,8,250.32,3,Sports,PayPal,FALSE,TRUE,30.35,0
CUST-6811,2/1/2025 5:48,24,Other,Canada,Mobile,898,12,81.28,5,Beauty,PayPal,TRUE,FALSE,59.69,0
CUST-7380,2/2/2025 5:05,33,Female,USA,Mobile,2388,4,97.42,2,Electronics,PayPal,FALSE,TRUE,76.62,0
CUST-2856,2/1/2025 17:30,45,Female,India,Mobile,508,9,461.81,4,Home Decor,Credit Card,FALSE,FALSE,20.26,1
CUST-3636,2/1/2025 23:24,41,Other,Germany,Mobile,2342,18,184.32,1,Electronics,Cryptocurrency,TRUE,TRUE,5.31,1
CUST-4813,2/2/2025 5:20,44,Male,Australia,Desktop,885,11,214.77,4,Books,Cryptocurrency,TRUE,TRUE,50.99,0
CUST-2254,2/1/2025 5:53,54,Female,Australia,Tablet,644,11,87.22,1,Clothing,PayPal,TRUE,FALSE,30.06,0
CUST-2820,2/2/2025 5:30,64,Male,Germany,Mobile,430,20,259.91,4,Books,Debit Card,TRUE,TRUE,40.39,0
CUST-1436,2/1/2025 11:50,32,Male,Canada,Desktop,2859,18,75.99,3,Books,Debit Card,TRUE,TRUE,78.07,0
CUST-2021,2/1/2025 17:48,47,Female,UK,Desktop,2112,7,164.9,2,Beauty,Credit Card,FALSE,TRUE,67.28,0
CUST-6461,2/1/2025 23:48,45,Other,UK,Desktop,619,17,239.5,2,Beauty,Cryptocurrency,TRUE,FALSE,87.87,0
CUST-1697,2/1/2025 17:54,40,Female,Australia,Tablet,1746,6,63.47,3,Books,Credit Card,FALSE,FALSE,89.86,0
CUST-1564,2/1/2025 17:57,25,Male,Germany,Tablet,2808,2,75.53,2,Books,Net Banking,FALSE,TRUE,46.38,0
CUST-4673,2/2/2025 0:00,30,Female,UK,Mobile,2822,13,132.48,2,Electronics,Debit Card,FALSE,TRUE,53.26,0
CUST-2715,2/1/2025 18:03,32,Female,Canada,Mobile,1597,3,148.14,4,Home Decor,Cryptocurrency,FALSE,TRUE,40.63,0
CUST-9234,2/1/2025 18:06,62,Other,UK,Tablet,391,12,54.99,2,Electronics,Net Banking,TRUE,FALSE,9.61,1
CUST-4404,2/1/2025 6:03,63,Male,Australia,Tablet,452,5,133.64,5,Home Decor,Debit Card,FALSE,TRUE,93.84,0
CUST-7471,2/2/2025 6:20,42,Female,UK,Desktop,2333,9,402.94,2,Clothing,Cryptocurrency,TRUE,TRUE,90.62,0
CUST-5095,2/1/2025 6:05,49,Female,Canada,Tablet,1286,20,101.73,0,Books,Net Banking,TRUE,FALSE,60.75,0
CUST-7122,2/2/2025 6:30,36,Female,Australia,Tablet,3176,8,315.65,1,Books,Credit Card,TRUE,TRUE,38.21,0
CUST-8252,2/1/2025 6:07,33,Other,Australia,Mobile,887,20,393.67,3,Home Decor,Credit Card,TRUE,FALSE,83.31,0
CUST-9440,2/1/2025 12:16,59,Male,UK,Desktop,2329,6,349.91,2,Beauty,Cryptocurrency,FALSE,TRUE,24.62,1
CUST-1941,2/2/2025 0:36,49,Female,Canada,Desktop,2920,1,408.5,4,Electronics,PayPal,FALSE,TRUE,0.13,1
CUST-9958,2/1/2025 18:30,53,Other,Canada,Tablet,1789,20,321.46,2,Home Decor,Net Banking,TRUE,TRUE,73.05,0
CUST-2389,2/1/2025 18:33,29,Other,Australia,Tablet,572,19,396.01,3,Electronics,Net Banking,FALSE,FALSE,51.35,0
CUST-5737,2/2/2025 7:00,39,Male,Australia,Tablet,66,17,497.01,2,Books,Debit Card,FALSE,TRUE,33.87,0
CUST-1059,2/1/2025 6:13,28,Female,UK,Desktop,3208,4,90.8,0,Clothing,PayPal,FALSE,TRUE,54.2,0
CUST-7891,2/1/2025 12:28,50,Male,USA,Tablet,3033,5,36.3,1,Books,PayPal,FALSE,FALSE,7.57,1
CUST-8476,2/2/2025 1:00,27,Other,UK,Desktop,227,7,455.02,3,Sports,Cryptocurrency,TRUE,FALSE,88.85,0
CUST-2897,2/1/2025 12:32,53,Male,UK,Desktop,399,6,343.54,3,Home Decor,PayPal,FALSE,FALSE,95.29,0
CUST-5492,2/1/2025 12:34,37,Other,India,Tablet,742,12,479.52,5,Clothing,Debit Card,FALSE,TRUE,40.52,0
CUST-1000,2/1/2025 6:18,23,Other,Australia,Tablet,1336,2,335.5,5,Home Decor,Credit Card,TRUE,TRUE,66.14,0
CUST-1433,2/1/2025 18:57,58,Male,Australia,Mobile,260,9,443.56,0,Clothing,Cryptocurrency,FALSE,FALSE,34.75,0
CUST-7229,2/1/2025 19:00,39,Other,Australia,Mobile,255,16,270.7,3,Home Decor,PayPal,FALSE,FALSE,55.74,0
CUST-1764,2/1/2025 6:21,58,Other,Australia,Tablet,2827,16,365.98,0,Sports,Credit Card,FALSE,FALSE,56.54,0
CUST-1543,2/1/2025 12:44,50,Other,USA,Tablet,112,4,183.03,4,Home Decor,Credit Card,FALSE,FALSE,35.94,0
CUST-9353,2/1/2025 19:09,37,Male,USA,Tablet,31,7,453.68,0,Clothing,Credit Card,TRUE,FALSE,23.63,1
CUST-9828,2/1/2025 19:12,41,Male,Australia,Tablet,1971,10,92.16,5,Beauty,PayPal,FALSE,TRUE,32,0
CUST-7089,2/1/2025 12:50,53,Other,USA,Mobile,2095,15,32.76,5,Books,PayPal,FALSE,FALSE,82.3,0
CUST-2684,2/1/2025 19:18,40,Other,India,Desktop,2727,6,376.27,4,Beauty,Debit Card,TRUE,FALSE,42.33,0
CUST-1207,2/2/2025 8:15,18,Female,Germany,Tablet,940,6,199.73,1,Books,Debit Card,FALSE,FALSE,42.74,0
CUST-2077,2/1/2025 12:56,64,Female,Australia,Mobile,2168,7,149.24,5,Clothing,Debit Card,FALSE,FALSE,37.2,0
CUST-2969,2/1/2025 6:29,30,Other,Canada,Desktop,1447,5,215.3,3,Sports,PayPal,FALSE,FALSE,55.26,0
CUST-9255,2/1/2025 19:30,22,Male,India,Desktop,2356,13,429.08,1,Home Decor,Net Banking,TRUE,TRUE,77.59,0
CUST-3893,2/1/2025 13:02,40,Female,Australia,Tablet,1341,16,404.39,1,Home Decor,Net Banking,FALSE,TRUE,59.53,0
CUST-4221,2/2/2025 2:08,41,Female,Canada,Mobile,1761,4,43.75,5,Electronics,Net Banking,TRUE,FALSE,71.1,0
CUST-1187,2/1/2025 6:33,52,Female,Germany,Mobile,725,16,23.68,2,Clothing,Cryptocurrency,TRUE,FALSE,97.05,0
CUST-7159,2/1/2025 13:08,25,Female,Canada,Mobile,2110,13,345.08,1,Electronics,PayPal,FALSE,TRUE,51.94,0
CUST-8122,2/1/2025 13:10,34,Female,UK,Mobile,2197,13,259.2,4,Electronics,PayPal,FALSE,TRUE,6.06,1
CUST-5063,2/1/2025 19:48,23,Other,USA,Desktop,2453,6,441.29,1,Books,Cryptocurrency,FALSE,FALSE,63.51,0
CUST-8304,2/2/2025 2:28,60,Female,Australia,Mobile,2325,12,430.89,4,Electronics,Credit Card,FALSE,FALSE,29.43,1
CUST-2245,2/2/2025 2:32,31,Male,USA,Tablet,2797,11,133.88,2,Home Decor,Credit Card,TRUE,FALSE,61.83,0
CUST-6219,2/1/2025 6:39,65,Male,UK,Tablet,2726,12,370.29,5,Beauty,PayPal,TRUE,FALSE,26.08,1
CUST-8032,2/2/2025 2:40,37,Female,Germany,Mobile,676,14,13.54,0,Sports,Debit Card,TRUE,FALSE,7.27,1
